appTitle,userName,date,score,Category,date_ex,processed_text,wordcount,label
ABCmouse.com,Yvonne Austin,11-Oct-18,5,EDUCATION,3/24/2019,I love this,3,rating
ClassDojo,Rachel Matos,15-Oct-18,5,EDUCATION,3/8/2019,This is good for to communicate with my  This is also good to enjoy the my child  in school while doing her in class ,24,user experience
Ms.Sibyl - See Future Me,Heidi B,22-Feb-19,1,LIFESTYLE,3/13/2019,if you have to pay for everything dont bother marking it as a free,14,rating
Love Poly - New puzzle game,A Google User,10-Mar-19,5,FAMILY,4/1/2019,its beautiful  only downside is advertising between,7,rating
Lose It! - Calorie Counter,A Google User,27-Feb-19,5,HEALTH_AND_FITNESS,4/7/2019,I have tried to lose weight before with little success  Then I got this and I have lost 40  and still losing  I am in on my goal  thanks to  Lose It ,32,user experience
Duolingo: Learn Languages Free,Gustavo Salgado,25-Mar-19,5,EDUCATION,4/1/2019,Really good for ,3,rating
Lose Belly Fat in 30 Days - Flat Stomach,A Google User,13-Mar-19,1,HEALTH_AND_FITNESS,4/21/2019,It is my first time to use this  see who it is  ,12,rating
Amazon Prime Video,Hemlata Shahabadi,23-Mar-19,5,ENTERTAINMENT,3/24/2019,I love it,3,rating
Helix Jump,R Adkins,26-Mar-19,5,GAME_ACTION,4/1/2019,fun fact it  s fun,5,rating
Roku,Melanie Vargas,24-Mar-19,2,ENTERTAINMENT,4/14/2019,I dont stay in and wont work everyday  I love how it on my phone when I to work,19,rating
