appTitle,userName,date,score,Category,date_ex,processed_text,wordcount,Rating,User Experience,Bug Report,Feature Report
,Damian Newton,"April 30, 2019",5,FAMILY,2019-05-01,its so so cool,4.0,1,,,
,Heather Begley,"April 27, 2019",5,LIFESTYLE,2019-05-01,Love this  very accurate and our family keep up with one another during the day  Great for of teens ,19.0,,1,,
Amazon Music,Jeremy Laborde,"March 31, 2019",2,MUSIC_AND_AUDIO,2019-04-01,I don  t like that the is hard to turn off  and yes  it  s clearly intentional  It like a virus  and this with time  Use free Prime Music and it constantly you to upgrade  I got without my consent  probably accidentally hit the accept button one of the 100 times it to upgrade,54.0,,,1,
,A Google User,"March 13, 2019",5,HEALTH_AND_FITNESS,2019-05-01,I always like because service,5.0,1,,,
Samsung Health,xisnipe4food,"March 29, 2019",1,HEALTH_AND_FITNESS,2019-04-01,for some stupid reason  this 2 days ago the stopped counting my or working pretty much at all  stopped around 4pm  t 1 single step since then  no waiting so I take it y pu have a bug  how about you fix this,43.0,,,1,
Ball Mayhem!,Sharod Dixon,"March 17, 2019",4,GAME_ACTION,2019-04-07,it is but i wish they could have but the game is good 4  5,15.0,1,,,
,Alliyah Wooten,"April 24, 2018",1,FINANCE,2019-05-01,This was very unhelpful,4.0,1,,,
Quizlet: Learn Languages & Vocab with Flashcards,Matthew Fisk,"March 7, 2019",5,EDUCATION,2019-04-14,Very great  really me study when I don  t have my computer to access the site ,16.0,,1,,
Bitmoji – Your Personal Emoji,Rikki Vaydor Vedder,"March 28, 2019",5,ENTERTAINMENT,2019-04-01,its  its awesome  it is also my preferred language ,9.0,1,,,
Pinkfong Baby Shark,Kent Gaming,"October 24, 2017",5,EDUCATION,2019-04-07,Thanks for making this my nese it,7.0,1,,,
Drink Water Reminder: Water Tracker & Alarm,Tami Douglas,"April 14, 2019",5,HEALTH_AND_FITNESS,2019-04-21,i find it hard to believe how the know i need to drink water because when it said i must drink water i really need the water for truth ,29.0,,1,,
Snowball.io,Lily Nist,"April 19, 2019",5,GAME_ACTION,2019-05-09,It  s fun  I wish I  t have to pay to remove,12.0,1,,,
Tag with Ryan,AJ Ripple,"February 16, 2019",2,FAMILY,2019-04-01,game  but it old real fast  nothing on it really much so it is very repetitive ,16.0,,1,,
,Becky Hopkins,"April 22, 2019",1,ENTERTAINMENT,2019-05-01,I don  t use it don  t want it,9.0,1,,,
Calorie Counter - MyFitnessPal,Jackie MacFarland,"March 27, 2019",5,HEALTH_AND_FITNESS,2019-04-14,great for keeping up with daily caloric intake  easy to find and log food  easy to creat too  and this is just the free version ,25.0,,1,,
Google Classroom,,"October 18, 2018",3,EDUCATION,2019-03-24,I think this is,4.0,,,,
Sweatcoin Pays You To Get Fit,Ronny Redd,"April 3, 2019",4,HEALTH_AND_FITNESS,2019-04-14,got taken care of pretty quick ,6.0,,,,
Tubi - Free Movies & TV Shows,Raymond Tucker,"April 29, 2019",5,ENTERTAINMENT,2019-05-09,easy to use  a real asset to in particular ,9.0,1,,,
,Melissa Williams,"February 25, 2019",5,LIFESTYLE,2019-05-01,this is really good,4.0,1,,,
Duolingo: Learn Languages Free,darious kilgore,"April 12, 2019",5,FAMILY,2019-04-14,this is very good for learning other  it really ,9.0,1,,,
Fresh EBT - Food Stamp Balance,Danielle Fitzgerald,"March 5, 2019",5,FINANCE,2019-03-24,love it  so easy  i no longer have to check my balance over the phone  awesome ,16.0,,1,,
"Hulu: Stream TV, Movies & more",Bianca Louise,"January 21, 2019",4,ENTERTAINMENT,2019-03-24,great for your favorite  frequent for the price but I  gotten used to it  But please  please make a option like  of the times I  m in a poor service area at work when i want to kill time on or during and my don  t load ,47.0,,,,1
ABCmouse.com,Yvonne Austin,"October 11, 2018",5,EDUCATION,2019-03-24,I love this,3.0,1,,,
ClassDojo,Rachel Matos,"October 15, 2018",5,EDUCATION,2019-03-08,This is good for to communicate with my  This is also good to enjoy the my child  in school while doing her in class ,24.0,,1,,
Ms.Sibyl - See Future Me,Heidi B,"February 22, 2019",1,LIFESTYLE,2019-03-13,if you have to pay for everything dont bother marking it as a free,14.0,,1,,
Love Poly - New puzzle game,A Google User,"March 10, 2019",5,FAMILY,2019-04-01,its beautiful  only downside is advertising between,7.0,,1,,
Lose It! - Calorie Counter,A Google User,"February 27, 2019",5,HEALTH_AND_FITNESS,2019-04-07,I have tried to lose weight before with little success  Then I got this and I have lost 40  and still losing  I am in on my goal  thanks to  Lose It,32.0,,1,,
Duolingo: Learn Languages Free,Gustavo Salgado,"March 25, 2019",5,EDUCATION,2019-04-01,Really good for ,3.0,1,,,
Lose Belly Fat in 30 Days - Flat Stomach,A Google User,"March 13, 2019",1,HEALTH_AND_FITNESS,2019-04-21,It is my first time to use this  see who it is  ,12.0,,,,
Amazon Prime Video,Hemlata Shahabadi,"March 23, 2019",5,ENTERTAINMENT,2019-03-24,I love it,3.0,1,,,
Helix Jump,R Adkins,"March 26, 2019",5,GAME_ACTION,2019-04-01,fun fact it  s fun,5.0,1,,,
Roku,Melanie Vargas,"March 24, 2019",2,ENTERTAINMENT,2019-04-14,I dont stay in and wont work everyday  I love how it on my phone when I to work,19.0,,1,,
