appTitle,userName,date,score,Category,date_ex,processed_text,wordcount,label
Sweatcoin Pays You To Get Fit,Ronny Redd,03-Apr-19,4,HEALTH_AND_FITNESS,2019-04-14,got taken care of pretty quick ,6,Bug
Tubi - Free Movies & TV Shows,Raymond Tucker,29-Apr-19,5,ENTERTAINMENT,2019-05-09,easy to use  a real asset to in particular ,9,Rating
,Melissa Williams,25-Feb-19,5,LIFESTYLE,2019-05-01,this is really good,4,Rating
Duolingo: Learn Languages Free,darious kilgore,12-Apr-19,5,FAMILY,2019-04-14,this is very good for learning other  it really ,9,Rating
Fresh EBT - Food Stamp Balance,Danielle Fitzgerald,05-Mar-19,5,FINANCE,2019-03-24,love it  so easy  i no longer have to check my balance over the phone  awesome ,16,UserExperience
"Hulu: Stream TV, Movies & more",Bianca Louise,21-Jan-19,4,ENTERTAINMENT,2019-03-24,great for your favorite  frequent for the price but I  gotten used to it  But please  please make a option like  of the times I  m in a poor service area at work when i want to kill time on or during and my don  t load ,47,Feature
ABCmouse.com,Yvonne Austin,11-Oct-18,5,EDUCATION,2019-03-24,I love this,3,Rating
ClassDojo,Rachel Matos,15-Oct-18,5,EDUCATION,2019-03-08,This is good for to communicate with my  This is also good to enjoy the my child  in school while doing her in class ,24,UserExperience
Ms.Sibyl - See Future Me,Heidi B,22-Feb-19,1,LIFESTYLE,2019-03-13,if you have to pay for everything dont bother marking it as a free,14,Rating
Love Poly - New puzzle game,A Google User,10-Mar-19,5,FAMILY,2019-04-01,its beautiful  only downside is advertising between,7,Rating
Lose It! - Calorie Counter,A Google User,27-Feb-19,5,HEALTH_AND_FITNESS,2019-04-07,I have tried to lose weight before with little success  Then I got this and I have lost 40  and still losing  I am in on my goal  thanks to  Lose It ,32,UserExperience
Duolingo: Learn Languages Free,Gustavo Salgado,25-Mar-19,5,EDUCATION,2019-04-01,Really good for ,3,Rating
Lose Belly Fat in 30 Days - Flat Stomach,A Google User,13-Mar-19,1,HEALTH_AND_FITNESS,2019-04-21,It is my first time to use this  see who it is  ,12,UserExperience
Amazon Prime Video,Hemlata Shahabadi,23-Mar-19,5,ENTERTAINMENT,2019-03-24,I love it,3,Rating
Helix Jump,R Adkins,26-Mar-19,5,GAME_ACTION,2019-04-01,fun fact it  s fun,5,Rating
Roku,Melanie Vargas,24-Mar-19,2,ENTERTAINMENT,2019-04-14,I dont stay in and wont work everyday  I love how it on my phone when I to work,19,UserExperience
